Hit	#	query_length	percent_match	strand_orient.	NA	NA	CIGAR_format	query_id	database_id
N	*	*	*	.	*	*	*	818ef6371fc44645eedd21aa75162a7b	*
H	17	245	100	-	0	0	65I245M290I	81d98a9bf9cba1359f037773a25c5036	Mada.397.Madagascar.Wild.Bd.Inhibitory
H	1155	245	100	+	0	0	460I245M658I	82487de27f8d093047e6c3899f389b8b	650E.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	81d30284f7091d68a74df26362840f6b	*
N	*	*	*	.	*	*	*	81dcdd8d5214458e2e4b714b8965c02c	*
N	*	*	*	.	*	*	*	81d804a31aef678b02caa1d996e6f064	*
N	*	*	*	.	*	*	*	81a5eef25cdc18bb8601560957cab5db	*
N	*	*	*	.	*	*	*	81e333fd848fc85f00afa0105f2943bf	*
N	*	*	*	.	*	*	*	81e5f1ca9b01431b4c4bcf04a9cb48b2	*
H	982	245	99.2	+	0	0	467I245M669I	82beab987043a88d51f189013352aaca	Panama07A.28B.Panama.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	82123e8699337de96f69540d8ad8e290	*
N	*	*	*	.	*	*	*	824b999d38ccee841fa9030f691879f9	*
N	*	*	*	.	*	*	*	81eaa05c867db4f8636eeaedfbbdc40c	*
N	*	*	*	.	*	*	*	8235c6c643e104347cc69ac512b972bd	*
N	*	*	*	.	*	*	*	827f99e883ff37fc80809c7e1bf9e19c	*
N	*	*	*	.	*	*	*	824d4869b64cb08bd7b8beefd97d88ec	*
N	*	*	*	.	*	*	*	829a29b9e6d6be1a165c71595206fec2	*
N	*	*	*	.	*	*	*	82bdb8047704af31577474d27a948cd5	*
N	*	*	*	.	*	*	*	82a97ba496162b5646a2192f18198592	*
N	*	*	*	.	*	*	*	8292e3bba5a912aa6913008b39e3b7dd	*
N	*	*	*	.	*	*	*	8300f5591ab4911d8c94ec7953f8154b	*
N	*	*	*	.	*	*	*	83300a1722093bb35cc4e1bf93ac5c16	*
N	*	*	*	.	*	*	*	83153ed62ab7959069a39a0faedd28cc	*
N	*	*	*	.	*	*	*	832bfc5a5bb331068004b2cbfc62edcf	*
N	*	*	*	.	*	*	*	83239dd97373c523d02604ab577b040c	*
H	1425	245	99.2	-	0	0	99I245M517I	8340610a1b8e204cb4463c7599e7cf75	A45I.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8337f7d172e3e29fa58844544fc3b539	*
N	*	*	*	.	*	*	*	83309c93c411043eeaf789e3e31c9148	*
N	*	*	*	.	*	*	*	8352918c11b512230b14ed21f6a1341c	*
N	*	*	*	.	*	*	*	834f7f3b273523858065529299140a1c	*
N	*	*	*	.	*	*	*	8373e55bf1844b4fd36a9d83f57e7067	*
N	*	*	*	.	*	*	*	837d5ad8ea3254c2d791663c85bac8be	*
N	*	*	*	.	*	*	*	838fb1d5c5fd774aaa447fc13aa0c5cb	*
N	*	*	*	.	*	*	*	838715664c4848a36332ce64b0ca8008	*
N	*	*	*	.	*	*	*	83d515ba4bdc8c1f13c8959a997e3a8e	*
N	*	*	*	.	*	*	*	83a0d3ccb687845c5b07a1848998dedf	*
N	*	*	*	.	*	*	*	83b1f25bdafcd5be138f784f49645f44	*
N	*	*	*	.	*	*	*	83d4d14da765860fe681349fc6d8b39d	*
N	*	*	*	.	*	*	*	841fab9585102058d1e69ce485d921ad	*
N	*	*	*	.	*	*	*	83ea0bced5b6830012038ae6f5b92175	*
N	*	*	*	.	*	*	*	8406049b32cf74653bf70e0da6d14316	*
N	*	*	*	.	*	*	*	84411fe5367d30274d3573b153e87073	*
H	945	245	99.2	-	0	0	622I245M403I	84ed2f689d23f9503462f6793cb54226	BFE44G.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	846ca27744af2d0b5f838cbc57bea749	*
N	*	*	*	.	*	*	*	847034350ccfe523e6824798581ba75b	*
N	*	*	*	.	*	*	*	84814b46996113e85322d66fd8d1c9d9	*
H	1425	245	99.2	-	0	0	99I245M517I	850a14f18de8ad50fc70a96aec4ea944	A45I.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8488e08a4d9f3566413b8d28c47393e5	*
N	*	*	*	.	*	*	*	84ec91fd42afc39480b46438092e1d25	*
H	1258	245	99.2	+	0	0	464I245M680I	8516bcdebc7ad75c22ecde06c1d3c79c	PRE15E.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	84b9596688df0663890d75d3dbe34fa6	*
N	*	*	*	.	*	*	*	84e1b3003e1b45505c4fa873f5048e36	*
H	301	245	99.6	-	0	0	66I245M303I	852ee79f580f682e828929768143ce27	Mada.1412.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	850c42be472cd12af5004c2f0487b230	*
N	*	*	*	.	*	*	*	851de69589412d7bfb7f92cd26dd5b2b	*
N	*	*	*	.	*	*	*	85240a5c906cdcdf200b85989848f51a	*
H	904	245	99.6	-	0	0	620I245M409I	8580cbddd75d8e3d29e0f45c8959ad95	Panama71L.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8530838b422433a8c5c742de61276d8a	*
N	*	*	*	.	*	*	*	854a9c2d0d0e94178b92757f83c4bd44	*
N	*	*	*	.	*	*	*	85387d3accf08c151e41db6fc66065fd	*
N	*	*	*	.	*	*	*	85b5b3c5d76cb0721d1622d1e00621e6	*
H	537	245	99.6	+	0	0	443I245M675I	864564cc91e811e14dc46e18dc08305d	VF16.Colombia.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	858cb4ac7906c23ff46fbdfb0a3da294	*
N	*	*	*	.	*	*	*	859f63ec6044f980edf5bcc31546be5a	*
N	*	*	*	.	*	*	*	85e997f4876be67d22760f08ef530bda	*
N	*	*	*	.	*	*	*	85cd5326aa849216dba37a18e17a54d4	*
N	*	*	*	.	*	*	*	85f4b55ee993b43f0889308d259b01e3	*
N	*	*	*	.	*	*	*	8621659381fd5945f5845456ad9ffb59	*
N	*	*	*	.	*	*	*	85f54a82961277a78eabf89c05462f6b	*
N	*	*	*	.	*	*	*	860408f3e776fe41356656ef1a2c280e	*
N	*	*	*	.	*	*	*	86408030dd665fb1d33f3aceb28d0607	*
N	*	*	*	.	*	*	*	864aa587bab36b66c8be0be05d0cab90	*
N	*	*	*	.	*	*	*	86c3fd005481b9e72ffa074aa5648bd2	*
N	*	*	*	.	*	*	*	8671ec74ab98dcbab0f43825e3990a7a	*
N	*	*	*	.	*	*	*	868e269912b643962cd1d05d5b88b92e	*
N	*	*	*	.	*	*	*	871b7be68ca52f30fb807f32a7148f6b	*
N	*	*	*	.	*	*	*	865e224156cc9d7010c1c339cff49bcb	*
H	648	245	99.6	+	0	0	446I245M670I	87bb7694ebffcddb24f50110389cf121	110F.USA.Captive.Bd.Inhibitory
N	*	*	*	.	*	*	*	8729d47a3547c642154a456a5713e703	*
N	*	*	*	.	*	*	*	86d52e040e7ff07f43d69f481fb6d680	*
N	*	*	*	.	*	*	*	87422f2c0f25f2619d124bf00db577ec	*
N	*	*	*	.	*	*	*	87326089362b8b3da329be46f8fe8307	*
N	*	*	*	.	*	*	*	875600d01fa63112389814cefbad9091	*
N	*	*	*	.	*	*	*	878d4e9cab56d2f80d6b97adaab3259d	*
N	*	*	*	.	*	*	*	879347511fa4d79be493bfe99ee0255c	*
H	671	245	99.2	-	0	0	27I245M489I	8841e56de3b321eca8d4464a58d1a9a4	Mada.4337.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	87ca7fc9c5fe5d2eefaec3337c3746d0	*
H	1258	245	99.6	+	0	0	464I245M680I	886afd780768ab405cc109fc2dd47f8f	PRE15E.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	87bc96fb11c0cee6b99e53f8dc888e03	*
N	*	*	*	.	*	*	*	87ccd167cb65daafbd2508dcc7df07c7	*
N	*	*	*	.	*	*	*	8863e09dcc318b1bb53f29754a0c5633	*
N	*	*	*	.	*	*	*	884cf50bb9f2389316a59e868c5787be	*
N	*	*	*	.	*	*	*	883c1d2f6d666b44ca19f511a2d05b4f	*
N	*	*	*	.	*	*	*	88a2d61f44f464f5544ce557fb5de398	*
N	*	*	*	.	*	*	*	88a95eef5acdc37ebfc0cc58197281e5	*
N	*	*	*	.	*	*	*	888be131c97832c9d13a6c8bebcd3704	*
N	*	*	*	.	*	*	*	88b8ab9032a199330a0ad4c2509639c2	*
N	*	*	*	.	*	*	*	88cebbc1e879414a0d61100d62da8a4c	*
N	*	*	*	.	*	*	*	892713e938d22419bbb1249213602e79	*
N	*	*	*	.	*	*	*	88f6c0be2377b6cca6c17df241e6131d	*
N	*	*	*	.	*	*	*	890b2d6ce72de64108bd34a84a56f8d4	*
N	*	*	*	.	*	*	*	8931ea5236aac5c689ff21bf4922e2d9	*
N	*	*	*	.	*	*	*	892e496dcd8762ce84c3e337a2507a8e	*
H	284	245	100	+	0	0	494I245M608I	8a3ccbef5a80cecf5225e1b4c43630cf	AS_UU.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	892ed29fdfe259c02cc0037e3e6fcc49	*
N	*	*	*	.	*	*	*	893b082ca4ff28514dc30e3f37c8533c	*
N	*	*	*	.	*	*	*	894ace2b3e6052c117a46f4ca1b83b44	*
N	*	*	*	.	*	*	*	89682b6cd906a3beb45b75e5e81e7737	*
N	*	*	*	.	*	*	*	8951960e93fd26197f85eeaeaf0cf13e	*
N	*	*	*	.	*	*	*	89a61bc41cc5b72fcb1f5f27dcea6e7d	*
N	*	*	*	.	*	*	*	89ff91fcb576b902de28c44c7fc2aaae	*
H	348	245	100	-	0	0	88I245M352I	8aac2e19e2f2c2a49c9bad2ac3481a03	Mada.2466.Madagascar.Wild.Bd.Inhibitory
H	744	245	100	+	0	0	465I245M627I	8ad1dde39e7de25f443f8acda169edba	Panama56A.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8a2956ce11a37f9096770ffb015ac760	*
N	*	*	*	.	*	*	*	8a46bb05b55d62c4b9219efc6b6b80b1	*
N	*	*	*	.	*	*	*	8a5dc104d287a157a052f6cd29e64d45	*
N	*	*	*	.	*	*	*	8a87f291b65deebd5b73fa69d82581f7	*
N	*	*	*	.	*	*	*	8a524f04dfc7745bfcce43951d71dd2b	*
N	*	*	*	.	*	*	*	8a7fbcc2efdb28ea865176f6da6e224a	*
N	*	*	*	.	*	*	*	8aa36490f207b4a6fb393156c62a354e	*
N	*	*	*	.	*	*	*	8abb22ff13b67917300e250bba7c2760	*
N	*	*	*	.	*	*	*	8aa61fd73e6bd1871fa346cde1ca5ffa	*
N	*	*	*	.	*	*	*	8aca1ab03e77e305fa7067a5d46d8009	*
N	*	*	*	.	*	*	*	8aed8522fc58c26080d37dddaac682ac	*
N	*	*	*	.	*	*	*	8b08e2536167d55d504ae7f72bb642a7	*
N	*	*	*	.	*	*	*	8aefd2b1355ac3d45341cb6e6c83075b	*
N	*	*	*	.	*	*	*	8b11184fdafa648f8391e792609c6de1	*
N	*	*	*	.	*	*	*	8b425e92bacd59cbade6c17b3bae17cc	*
N	*	*	*	.	*	*	*	8b1bcb21614f7b205537740e01870fe1	*
H	1057	245	99.6	+	0	0	416I245M675I	8b820aa674fa8dc159e0bdb137b29384	BFE23C.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8b5029b308cac8ec647053ac45bb1980	*
H	972	245	99.2	+	0	0	469I245M688I	8b5ae8ef73f1e0079eda9fa34426fccd	CH24-3.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8b3090b8354d3c7f3a569a9df011ad8e	*
N	*	*	*	.	*	*	*	8b493ce781d41113d0c893d5ac192257	*
N	*	*	*	.	*	*	*	8b507be7225c710fdda1dfecaa2c7de5	*
N	*	*	*	.	*	*	*	8b5b2b14ebbcd30fb8de9ad734f947e3	*
N	*	*	*	.	*	*	*	8b6407a3f21474e990e3af56f6eed417	*
H	312	245	100	-	0	0	68I245M436I	8b85f465a9ed0c8001576876f9135ba9	Mada.101.Madagascar.Wild.Bd.Inhibitory
H	166	245	99.5	+	0	0	378I196M49D	8c2d3cc25ff3b1e5d11aaefa2c05db65	Mada.24.Madagascar.Wild.Bd.Inhibitory
H	904	245	99.2	-	0	0	620I245M409I	8bd7ba199e1728741b7069deb43a246f	Panama71L.Panama.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8ba3000cd5f09b64019e4cccf6089021	*
N	*	*	*	.	*	*	*	8bb3b22d8dc9b23339762479c4fd10db	*
H	618	245	99.4	-	0	0	678I154M91D	8be7474cd891a9b43d3e5cb39e348b95	A.lugubris1.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8bc699c0ba7d0e08808ef4f497559624	*
N	*	*	*	.	*	*	*	8bd8d8c0c54e153c58554309b34fe2e2	*
N	*	*	*	.	*	*	*	8bde796fcdce98bdd677952f7c434f0e	*
N	*	*	*	.	*	*	*	8bf53fa83bb641d66eae86b1f6bd73cf	*
N	*	*	*	.	*	*	*	8c35729b8c6834819fed2420425f1841	*
N	*	*	*	.	*	*	*	8c1871f1c139cbc436098842105cc47c	*
N	*	*	*	.	*	*	*	8c3d5c824c715559cfcbfc8ec5dcfc5b	*
N	*	*	*	.	*	*	*	8c491140b465e76d9c6878bd5185a70f	*
N	*	*	*	.	*	*	*	8c574d95ffb12b032579778350564298	*
N	*	*	*	.	*	*	*	8c8fc997e04edeb84a7c9e2c1ff61041	*
N	*	*	*	.	*	*	*	8c7b233c434b7035f9241cc2cb072361	*
N	*	*	*	.	*	*	*	8c7e1505b82895f1ab944fcb7efed29a	*
N	*	*	*	.	*	*	*	8cd7695e1d123dee1617fb867d098153	*
N	*	*	*	.	*	*	*	8ca858cde2e0abbcbaa81af077d04360	*
N	*	*	*	.	*	*	*	8cff9bf6cc941b3933e3107f7b6aa594	*
H	176	245	99.6	+	0	0	465I245M669I	8d93521c3b24c49a38a289f2b6570128	CP12F.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	8d019cc1fe2d7a7befd001ff66848172	*
N	*	*	*	.	*	*	*	8d0591b78ad61865a0becec5610f4cf5	*
N	*	*	*	.	*	*	*	8d59ace69a20250afd721fbff05512b3	*
N	*	*	*	.	*	*	*	8d24f80ae7f4ea0b429b8f8e6abf97a9	*
N	*	*	*	.	*	*	*	8d6e858881b8148f2abb31a30ff873f1	*
N	*	*	*	.	*	*	*	8d7217c3c4f48e2638f982249dc9d5ba	*
N	*	*	*	.	*	*	*	8d7b2ad87821a49ce60cb196730a1664	*
N	*	*	*	.	*	*	*	8d835a7866f7d8e1a2bfeeb727590602	*
N	*	*	*	.	*	*	*	8d94d243e43ac801e10aa1609a4459ac	*
N	*	*	*	.	*	*	*	8de701d63f7f1f262d4ea0335557e4fe	*
N	*	*	*	.	*	*	*	8e05ec7d198b3b05569a9fc5b27eb336	*
N	*	*	*	.	*	*	*	8e37412232813f92c954142b7719b80f	*
N	*	*	*	.	*	*	*	8dfb02c067eacfc7bc2b371f18487312	*
N	*	*	*	.	*	*	*	8e2090ce298a71765db6b628e0dd7f71	*
N	*	*	*	.	*	*	*	8e529917d6e89e8fee0aa1bb87c50891	*
N	*	*	*	.	*	*	*	8e7cd2f9c6e827c7610c7ece38b4c4b3	*
N	*	*	*	.	*	*	*	8e92f0d3ed7ace9faae8607a534ddbb6	*
N	*	*	*	.	*	*	*	8e8fb7f7b8f89576e8bbb2bf92029417	*
N	*	*	*	.	*	*	*	8e9d9e676c8e562d03b4cf5f1479f1b2	*
N	*	*	*	.	*	*	*	8eb1632f7ee8d38ee641d8b6eabd93e7	*
N	*	*	*	.	*	*	*	8ea1e6206e38cc25a755a9eb50f09cb5	*
N	*	*	*	.	*	*	*	8e979407ea8aa72bdaa8511009ae1c85	*
N	*	*	*	.	*	*	*	8eb870152d3d651635f1af447332d2ab	*
H	122	245	99.6	-	0	0	76I245M291I	8fb2f99a7dc169430636c9474f32035b	Mada.1640.Madagascar.Wild.Bd.Inhibitory
H	284	245	99.6	+	0	0	494I245M608I	8fb31801ce376734868a090e4384dfa7	AS_UU.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	8ebf94b1c0ab513c60afc3f4f6405109	*
N	*	*	*	.	*	*	*	8ec0986be01228dc109a127be434a074	*
N	*	*	*	.	*	*	*	8ec7ef68835bfbaeb360493be3c6db76	*
N	*	*	*	.	*	*	*	8edf450f4627cf68ec06dd8fbd8f8cc0	*
N	*	*	*	.	*	*	*	8ee929c4b46868d036c62c6d7d8d64b8	*
N	*	*	*	.	*	*	*	8f0cf2295cca3dd6d817f7414e4a9fe2	*
N	*	*	*	.	*	*	*	8efb0ba83182c7beca8a5d87e4f240c8	*
N	*	*	*	.	*	*	*	8fa343e4b214ce3fd44ac9ee437da066	*
N	*	*	*	.	*	*	*	8f59b12d99541336f44f46d286772df5	*
N	*	*	*	.	*	*	*	8fede92a5cdbb8319d3f15412763a90d	*
N	*	*	*	.	*	*	*	8fed6b6f4f9aa7265daf7cb9ca7b030c	*
N	*	*	*	.	*	*	*	904545d57c1ec4e073283a52828e6994	*
N	*	*	*	.	*	*	*	8fe67b655ba3dbba3f7ea8aea4ad6caa	*
N	*	*	*	.	*	*	*	904a9ea169b8d705edb03a0bd71dd212	*
N	*	*	*	.	*	*	*	9052e86547a3c768efb6ff436a926bf3	*
H	618	245	99.4	-	0	0	678I154M91D	90c697e7e65a5f10bd13f0a503252ac8	A.lugubris1.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	90a5de65d012831789f6d64f32aa933a	*
N	*	*	*	.	*	*	*	90d3b8c72957ffd36f278a9bc1446346	*
N	*	*	*	.	*	*	*	90e4cf4c6ed1c66a4be9fe36b5c86ae2	*
N	*	*	*	.	*	*	*	90e8296909d2ed0f7f470870ae75f83f	*
N	*	*	*	.	*	*	*	913aef58d094862f676f44ec025ad4a4	*
N	*	*	*	.	*	*	*	90fcd82073517f549003f20b7f26ed46	*
N	*	*	*	.	*	*	*	918a7412f7e0c16fbb5b75ad12425b78	*
N	*	*	*	.	*	*	*	914f1d34ce4afc67a1783387f0d4e4f4	*
N	*	*	*	.	*	*	*	91d992d13e1cebece22784087f0b4f2b	*
N	*	*	*	.	*	*	*	91d8bfd4323cf9dee24be24383a537c9	*
N	*	*	*	.	*	*	*	91c111e7d0c397aa7997d3b5625fd377	*
N	*	*	*	.	*	*	*	92460264c37a28ad9792e441a65464d5	*
N	*	*	*	.	*	*	*	91e79c8590209b38b0797b33b59a04d6	*
N	*	*	*	.	*	*	*	9214e5b3e5b4eaf8aa23aa6ab4c22fa8	*
N	*	*	*	.	*	*	*	92a85d77da227f41d9eb5c646aebad81	*
N	*	*	*	.	*	*	*	92c96db4e951e9e806a62e0523663a09	*
N	*	*	*	.	*	*	*	92d2ecbe6d154047e6059dc85f13b935	*
N	*	*	*	.	*	*	*	92523d380b394c57e735d88f45ef95f6	*
N	*	*	*	.	*	*	*	92e43feaf366fa311a3227ff12e00587	*
N	*	*	*	.	*	*	*	92fbc09c5c95bd54e342d241a4ecbec8	*
N	*	*	*	.	*	*	*	92db260f9b4289c575b22bd3703745c3	*
N	*	*	*	.	*	*	*	933700b2cbde7df27bf48943ddd30a9a	*
N	*	*	*	.	*	*	*	936046b1e02e57bae221e61adc0aeb16	*
N	*	*	*	.	*	*	*	9386008c033ce0f4c2479638b083c706	*
N	*	*	*	.	*	*	*	93a7f8809dc13b3f3892b52d71730b55	*
N	*	*	*	.	*	*	*	93c03f31a2e6d9860c616e973d0d25ad	*
N	*	*	*	.	*	*	*	9425111883e864b68de22cd3382fe331	*
N	*	*	*	.	*	*	*	942db5993160e30855bbc7cedb347029	*
H	880	245	99.2	-	0	0	67I245M437I	94a1e52a8fb65fe2a5efbe7176cf478f	Mada.817.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	9463c6b9fa6437f005f8e6006eda3081	*
N	*	*	*	.	*	*	*	944b73e1147f838be15f08b93d83f1a4	*
N	*	*	*	.	*	*	*	947653ad3f00dcf86cfb60695a4aba39	*
N	*	*	*	.	*	*	*	9480c1003caab2a6f8c8f808805b4664	*
N	*	*	*	.	*	*	*	948ef7c811e1b47c760a7f545dfcad3a	*
N	*	*	*	.	*	*	*	94818f397f6f56f155897aea3a0b3627	*
N	*	*	*	.	*	*	*	950b0b2f790555be39379bbb9326aeb2	*
N	*	*	*	.	*	*	*	94a2189ed52e278c88b32db83f2aad69	*
N	*	*	*	.	*	*	*	94d99b3deb0362cc5dd954d9fdef8898	*
N	*	*	*	.	*	*	*	9536337e9ca39cce9d6affbfa64d8da4	*
N	*	*	*	.	*	*	*	9537020596e058013cc472332038a74e	*
N	*	*	*	.	*	*	*	9526bdc3408d3aa7dc3ecab3a39a0020	*
N	*	*	*	.	*	*	*	953c95f814c3ead08de540bb05d88d17	*
N	*	*	*	.	*	*	*	954bff74740d629a533a922038649d8c	*
H	1339	245	100	+	0	0	472I245M682I	95b61ee151d8cc0d60f946ce80955614	VF30.Colombia.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	95616c91493745f81cc40749b3d6ff0b	*
N	*	*	*	.	*	*	*	9551d1880576ade9c305fff087426cec	*
N	*	*	*	.	*	*	*	95556222e75dfb24fce79b8447f8ff9f	*
N	*	*	*	.	*	*	*	9588ec072a7137ef5ac3fdc2d25f1318	*
N	*	*	*	.	*	*	*	957754b290fe4bad38705b1a97bca554	*
N	*	*	*	.	*	*	*	95a4cffb35c71ee64add48250401d408	*
N	*	*	*	.	*	*	*	963dd93c977ed3d5831e4a82c7717a08	*
N	*	*	*	.	*	*	*	964ba79d61d43d2ba5623c0b9c6fefc2	*
N	*	*	*	.	*	*	*	95a9af8c6c054ce57450bbaaa5e76df4	*
N	*	*	*	.	*	*	*	964262fcdd3b34644967701433f1a9f1	*
H	891	245	100	-	0	0	77I245M285I	973b2cca8846e21ed75017490b340532	Mada.1680.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	965532f19c0e6c90f400c5f632ddf141	*
N	*	*	*	.	*	*	*	9680b6227522c17b6073995a2e8cd649	*
N	*	*	*	.	*	*	*	965c3a6be49bba757814fe66627baa0d	*
N	*	*	*	.	*	*	*	965d976d19c1551d821907dede062801	*
N	*	*	*	.	*	*	*	96c151fc2be23c7b322ea3f8457b2b12	*
N	*	*	*	.	*	*	*	96bd29ce52cc6c508eeef2206036bf1c	*
H	97	245	100	-	0	0	35I245M269I	974445157866d290f38bac84ff3e35ce	Mada.1112.Madagascar.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	96d5eb896c21538bb559bf271205239b	*
N	*	*	*	.	*	*	*	968e0558662efe21a2e81008120a901c	*
N	*	*	*	.	*	*	*	96f2f1a4ad64fd3aa3afe46c7adc274c	*
N	*	*	*	.	*	*	*	975c31be60a801d59cd0f562903ddece	*
N	*	*	*	.	*	*	*	978642e5dd71a4c5e6ba0d1c48cc6eed	*
N	*	*	*	.	*	*	*	97ae4df266752adaefb5eab58559496b	*
N	*	*	*	.	*	*	*	97a2fb549aac511138b7d9942b351bdb	*
N	*	*	*	.	*	*	*	978f270231b52fb5d0e826b68cafdd26	*
N	*	*	*	.	*	*	*	9791f6009346424a47cc742abd4b52a8	*
N	*	*	*	.	*	*	*	9795f33942a87b8a202bb25664051857	*
N	*	*	*	.	*	*	*	97dfe949120ddc9664e29dc245a7f078	*
N	*	*	*	.	*	*	*	97d566e19c172706afcaa9340dfc66e9	*
N	*	*	*	.	*	*	*	97df308bda4ed9087e66e517861146d8	*
N	*	*	*	.	*	*	*	97ee131f395219fe2171de823a2b154d	*
N	*	*	*	.	*	*	*	97fae30c46e3e4a8b8094defca1740ef	*
H	967	245	99.2	+	0	0	475I245M685I	985683b14e7bc3dc75b97cf711e3681d	HP11L.USA.Wild.Bd.Inhibitory
N	*	*	*	.	*	*	*	98494cfe9b888d27cfb9c76b41490cc2	*
N	*	*	*	.	*	*	*	98391df043db6d31cf0decbb9a73406f	*
N	*	*	*	.	*	*	*	9854521c7b8f8dc88221bd0ad54d7163	*
N	*	*	*	.	*	*	*	9873e1ff4a6eb67150bfe6e1a20aff0c	*
N	*	*	*	.	*	*	*	9867eaa4ce105bd8731ca0afc996b98d	*
N	*	*	*	.	*	*	*	9878b280ead5be7aaad7452d4f981349	*
N	*	*	*	.	*	*	*	98a40e0808b6e320d5fa027943e8103a	*
N	*	*	*	.	*	*	*	9893fa614608dcb16dc5f1de18d7ea83	*
N	*	*	*	.	*	*	*	9879130b33a9b9abddf9f1e286e9db59	*
N	*	*	*	.	*	*	*	993c0298f3ce74a9b416d8ff9889f993	*
N	*	*	*	.	*	*	*	990aa6d2e865356221dad5ad983471bd	*
N	*	*	*	.	*	*	*	9957dd053cded62b3507bf8221d3228d	*
N	*	*	*	.	*	*	*	994151b75e17387f0206ffa53335ab18	*
N	*	*	*	.	*	*	*	9979c0d401459a1138a006318b4578f3	*
N	*	*	*	.	*	*	*	9941dd84dd7657064559a0df0e73b7d6	*
N	*	*	*	.	*	*	*	9974d5595673011ad79067a5bc8e3889	*
N	*	*	*	.	*	*	*	99845d4288114faa616a988328112b0a	*
N	*	*	*	.	*	*	*	99cccdc0ae710a109fbb039271bea0e5	*
N	*	*	*	.	*	*	*	9998b6c63bb87136d5c56a1f742202ff	*
N	*	*	*	.	*	*	*	99c355eb798d9ecb8322cb4a870b974b	*
N	*	*	*	.	*	*	*	99e29fd53f06acc0b7372c3359f0a90e	*
N	*	*	*	.	*	*	*	99e9d5fdf8f5e114a2bdb15fff330bd6	*
H	1035	245	99.6	-	0	0	622I245M407I	9ac29631d9054574a7e8e7fffa4a3d8d	BFE50E.USA.Wild.Bd.Inhibitory
H	611	245	99.6	-	0	0	68I245M418I	9a394849a19382dcbce566aeb31bfb45	Mada.2134.Madagascar.Captive.Bd.Inhibitory
N	*	*	*	.	*	*	*	99de2cecad2107fbb03694d14a0c3437	*
N	*	*	*	.	*	*	*	99efcb2832581d4fb4fed536422b5476	*
N	*	*	*	.	*	*	*	9a2a1ec75e13bc6a45acb1b480af883f	*
N	*	*	*	.	*	*	*	9a824c38a4a8fc78fe0c685adbd9dad8	*
N	*	*	*	.	*	*	*	9a9506484967d19ee41ee0bf87007205	*
N	*	*	*	.	*	*	*	9a39e144f3f6bbb567962d75568119da	*
N	*	*	*	.	*	*	*	9ac3a166bc79de9dd9648ffeb7cd4123	*
N	*	*	*	.	*	*	*	9add469bebbf7234512cf78fc691d2e6	*
N	*	*	*	.	*	*	*	9aec879e266ed81dd5de9cc4c896181e	*
N	*	*	*	.	*	*	*	9b1674bf89b0ef778ad4924662a9a8bb	*
N	*	*	*	.	*	*	*	9aefd12519f64dc10da63ed744e962a0	*
N	*	*	*	.	*	*	*	9b4685dd3fb5ffeb6f39f4d86dc4e758	*
N	*	*	*	.	*	*	*	9b7e02140efda0d3c1ff306f6622014e	*
N	*	*	*	.	*	*	*	9b6b7bc814b2200e23a87d47ccea936d	*
N	*	*	*	.	*	*	*	9b808d22454aa6c783aa3dd2b2f65762	*
N	*	*	*	.	*	*	*	9b91a06ab41f593e1a73e0489012490b	*
N	*	*	*	.	*	*	*	9b93ff32bcbb696644e74afe66fb0584	*
N	*	*	*	.	*	*	*	9b99d0793b6aa9ed4b04c68336550371	*
H	176	245	99.6	+	0	0	465I245M669I	9c455a1c75f93728711e87c530484d57	CP12F.USA.Wild.Bd.AP.Assay.Inhibitory
H	693	245	99.2	+	0	0	466I245M681I	9bdddc60cf08d4997215710141cce294	CP7GB1.USA.Wild.Bd.AP.Assay.Inhibitory
N	*	*	*	.	*	*	*	9babd0fc0dd503a06db13ddf8585107d	*
