KO	Temperature	Dose	delta	Level1	Level2	Level3	Gene	Product	EC	EC2	EC3	Full
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	5.00E+06	0.001442942	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T22	0	-0.001683316	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Lipid metabolism	Fatty acid biosynthesis	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Amino acid metabolism	Valine, leucine, and isoleucine mdegradation	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
K11263	T6	5.00E+03	-0.0021452	Metabolism	Carbohydrate metabolism	Propanoate metabolism	bccA,pccA	acetyl-CoA/propionyl-CoAcarboxylase,biotincarboxylase,biotincarboxylcarrierprotein	6.4.1.2	6.4.1.3	6.3.4.14	 bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]
